,userId,movieId,rating,timestamp
8411573,85611,86911,3.5,1492140803
3913238,133376,59103,4,1251738694
9279116,22278,2109,4,925132910
86483,102354,3467,3.5,1427525954
535146,20179,5377,4,1506498765
1209711,59060,3844,4,972347813
4792448,65752,4973,4,1398278943
5774896,6779,2863,4,1066776996
9092687,25619,2762,3,1272682353
4427122,301,1210,3,1484676656
5142266,149548,44193,3.5,1485203390
428036,126189,31963,3.5,1379894378
5975653,137494,912,5,949677023
2068883,45161,33072,4.5,1435363367
2495450,50636,33679,4,1446625801
7548348,104080,49272,5,1523961275
8010757,79880,26554,3,1178322294
1880513,91056,2001,5,1173995705
6310771,138708,1387,4,956701709
1561148,101577,89028,3.5,1534371680
8104620,3624,179173,4,1551543459
9444760,55001,3949,5,1515525018
3155953,158651,290,3.5,1111475470
4520583,54982,1967,2,1028487330
2821814,8914,79,3,853503600
5034935,142532,115713,4,1520798844
9090138,935,79702,5,1449842665
7832133,18995,71464,4.5,1436639450
2109378,26481,380,4,1467493590
3734062,116582,5418,3.5,1566181097
1046936,151506,913,5,1057374733
5871875,52444,1370,2,982870380
1822798,133363,1077,5,1033601161
6486630,55246,4720,3,1152282979
7605643,18473,99917,2,1470350983
3189059,76236,45880,4,1569263538
9029869,19108,26413,4,1179691566
2528000,132658,1242,3,868265405
6401253,78628,128360,4,1465672094
5558446,9710,95654,3.5,1458471458
6871135,42739,1073,4,1370801836
5880816,117634,1951,5,976228025
1043349,116260,42418,3,1308522182
6346613,5180,1704,4,1471645925
7435544,44050,74458,3.5,1523914216
4637214,40944,74510,3.5,1281172857
9261351,59454,4262,4,1038143299
3317229,72624,736,3,1127445756
2759555,68282,1263,4,1117176822
430982,113803,440,3,834410199
1028465,94597,7007,3.5,1206544279
7855179,129613,2420,4,975615905
4443237,80227,45447,5,1359315087
4967082,120947,230,4,949712652
6162279,8954,33836,1,1299632063
4120789,143833,3735,4,978474501
4344497,148253,6377,5,1467928020
3371932,65234,1918,4.5,1139349235
5665829,84601,1702,1,882560767
7217018,134351,1722,4,1227224769
4136905,22615,293,4.5,1120856781
1361778,78722,410,1,838642608
880869,161380,1221,5,1170621970
7995157,91056,8861,4.5,1164003730
6381183,147391,6539,3.5,1178452095
5970863,91661,6885,2.5,1068040539
1885852,85072,2145,3,1520835718
7045965,61319,106920,5,1559275925
8202857,133453,527,4.5,1194199096
2223722,7377,260,3.5,1166331320
8211103,53679,1862,1,945198479
8225479,12829,1199,3,851634312
1928060,86097,44191,3,1389115612
5753962,66631,5299,4,1057981901
9979732,148485,2565,3,1108673975
2948321,100478,1589,4,907945263
4463292,94537,69,2,1524984538
4178662,153279,1719,3,939011752
2098468,93445,1101,2,1315891610
8433035,65032,673,5,910739441
2723841,65955,2105,3,1170468300
9881976,17086,176933,2.5,1531448863
8485725,42104,4489,4,1067537746
5606814,33712,7293,4.5,1416037219
8659224,108703,4638,2.5,1446232680
2370295,131531,585,3,1133903886
6646229,1449,2533,3.5,1320768999
8290497,92182,59369,2,1561264226
7616192,103936,6385,3,1209862659
5076440,154484,87633,2,1524930603
6555683,77397,71535,4,1337836307
7348791,36324,5810,3,1437444389
1029322,84692,608,2,1556394393
6446841,112790,1358,4,900868472
3261472,108083,316,3,831286643
3529584,69411,1944,3,962835033
5612479,38607,27803,3.5,1203257479
9649380,15560,50,4,1402806228
5769106,99841,3717,3,987316814
8979185,5572,82848,5,1301533273
1525782,97316,247,4,1338088206
41667,72846,2269,3.5,1262937628
1944823,90487,7017,2.5,1168337379
6769767,80334,2501,5,1044751123
3235105,48604,39398,3.5,1158357108
7337017,17050,1090,3,953779169
8284201,122011,4784,3,1029789132
5495455,77947,736,4,859179441
193207,54352,3515,3,1250910799
1036759,99176,6281,5,1318895199
9041035,548,86355,3.5,1431644904
9975350,70626,3504,5,1488433991
4972523,545,16,3,837169816
7548636,136310,65682,2.5,1242423104
9128130,96274,316,5,838246250
9375036,158740,203881,4,1565485197
9864520,146455,69122,3.5,1439785498
7560119,118678,54997,5,1484245353
5255597,149347,8916,4,1559513349
8746952,90958,912,5,1466471942
6415144,60088,5952,5,1447433395
2272620,63764,2094,1.5,1192303728
5602691,59966,58559,4,1232887452
1823710,47071,296,5,837576080
2940188,129300,2372,3,1095186995
781390,2519,26156,5,1572146710
3238891,146010,2329,4.5,1451915966
8268695,74825,78209,4.5,1573953270
1720478,107008,81,3,939351436
3913037,13766,1676,4,984624750
2065879,55818,653,2.5,1204918097
6352495,11090,1246,3.5,1554045043
6472736,58629,2095,3,1002345017
3463776,157621,6708,4.5,1078633647
7082035,72039,329,5,839165685
2458885,1824,7153,2.5,1091763160
917355,36605,6483,0.5,1092555899
4322849,27730,110,5,990194946
8133364,106066,2713,3,974771287
8035273,142548,49130,4.5,1541715519
2865984,98750,187593,3.5,1527961066
8894320,111076,2707,4,975453300
9891131,153019,364,1,1082338355
8359643,15779,527,3.5,1070251049
4061562,16162,1810,4.5,1163673692
7683185,82836,26326,4,1304592740
8280117,125636,4226,4,1563054497
6783277,15908,1171,5,944993318
7314083,139272,176371,4,1567434401
2528976,91973,356,1,947279136
1453476,32064,2707,2,1145675133
1259822,6916,5990,2,1063391966
4232384,139924,3147,4,1006317842
1035078,144741,188301,4,1545597704
2475394,137169,1213,5,962604959
5648251,9930,54001,4,1488357597
1897387,119114,19,3,835335204
9350447,136054,107406,4,1485574031
4652201,54145,32,4.5,1094387949
4458472,11188,4306,3.5,1280122257
6489921,151214,1028,3,974946821
3778022,93415,115713,5,1471660456
516072,81241,2046,4,1546537365
3290097,151589,953,0.5,1465704588
2528343,151561,4306,5,1023310443
7911207,27385,95804,3.5,1532697047
8216236,30594,2524,3,1111484306
3572681,42735,6703,4,1358978373
6924905,149743,39,1.5,1137278876
2157177,84920,60766,4,1448783042
3861180,10810,292,4,839072507
8149664,92670,2858,4,1366553485
8099143,58588,7323,4,1550157279
3238997,65491,4226,2,1264366694
8620629,124905,4473,3,994398788
8189583,136478,140711,1.5,1443386065
1058719,92663,8019,4.5,1112580236
2523966,6658,1208,4,1182341474
316529,42063,288,3,942871438
6035914,35680,427,1,834782848
6525329,69957,60,4,992917577
1594926,97306,616,3.5,1164062630
2433109,56449,5349,2.5,1127814768
4955283,62565,2989,3,1108474102
1915973,38813,2858,3.5,1482617356
8405763,37400,249,3.5,1067977419
575504,57908,32,4.5,1571069947
1505091,108786,2366,5,935786457
9016802,36908,2571,5,1483135047
2536626,30909,2194,3,1169469500
5813239,135536,5283,3,1111477496
7093422,99238,2628,3,1556977855
6232733,970,30793,3,1521138996
4739299,114075,10,3.5,1089153596
4292861,34752,51662,2.5,1252290121
8930269,12223,2657,2,1444496994
5160624,74608,98961,4.5,1363751260
8014566,106987,60,3,946325788
1698501,17193,5630,5,1052461273
1573978,86015,2640,3,1529808147
7576898,22716,3727,4.5,1364054993
5088764,147350,46976,4.5,1223495275
1588111,157592,53519,4,1459787997
1668278,151848,959,3.5,1065219036
6621653,60261,457,4,848195795
6055839,143889,1214,3.5,1247331270
3222899,16775,1801,2,1074605437
2285729,57434,1527,4,1356411189
7164380,89834,79132,5,1339382463
5744791,40211,114935,2.5,1503577471
5766562,45165,50,4.5,1551465890
4799837,5153,599,4,941234660
5333158,20095,73017,3.5,1409804494
8570837,36687,68347,3.5,1435613897
2777874,19079,590,4,1388249647
9490226,39265,80,5,956070105
2905667,92382,34530,3,1234409561
2191340,65901,6096,4,1088466309
1920832,38721,3752,3,1552454354
8611003,110253,4623,3.5,1074794890
2649908,64970,31270,1,1465249849
1368361,119829,342,3,1311169356
2476641,34987,7149,2,1071429327
7519976,129512,1035,3,849189748
701239,120952,1258,3,900784317
543602,113950,1204,5,863008322
9434817,116260,344,2.5,1307478025
9964190,117544,103137,3.5,1413991875
2452465,101639,276,2,974733955
5489864,64389,1982,2,1437956096
8957454,131506,30707,3,1156130454
6703188,101385,53000,4,1185112632
2289132,102837,4226,4.5,1330137925
1780464,63019,96246,2,1439737608
257041,45064,30812,4,1450653020
5423626,85959,1356,4,877801353
3049752,87767,991,3.5,1068351767
8076474,91011,98809,5,1452516606
2724608,10633,2694,2,1106985737
8992002,148977,1377,3.5,1079896512
8074121,23863,1485,1,940213888
8374770,54053,49272,4,1263571367
4248279,138323,316,3,1024164251
9581596,21705,3977,1.5,1127778031
8550128,23427,3468,3.5,1312071987
5747180,140581,1240,2.5,1538940051
1257756,15050,4701,3,1244385139
1392819,57868,96079,4,1504808578
9027051,74086,491,3.5,1226773686
9676758,23609,4369,3,1080351773
4592786,35211,216,5,851720669
8822409,141075,426,3,834985405
1603316,161538,5151,3,1016053870
3127964,155017,2406,4,974161985
8732777,112365,2467,3,1017166383
57181,1405,348,4,1009479002
4490011,24569,4446,4,1330432300
3752968,130143,912,4.5,1266457521
2631620,74280,609,5,860158253
5555157,108575,4429,3,1111531932
1894871,116509,3977,1,1185419671
3771573,22721,1682,4.5,1476552820
8905700,154234,5377,3.5,1438432447
5654663,129093,1242,4,960237678
508542,111610,47970,3,1482425494
1147419,144310,296,5,830954760
1059328,64371,2502,3,1029948611
3615322,66213,424,3,863300850
6648110,117919,2141,3,1380402801
775922,81707,1173,3,891331749
1596404,57389,3617,4,976482637
2730931,97951,1527,4,1517683174
8518178,71336,434,3,840043724
5980472,54022,1923,4.5,1453183768
3294048,159557,140247,4,1546092176
1556111,2598,64839,4,1273789251
2976165,20445,450,4,846629760
1898450,102334,4995,5,1552141027
4504029,149897,2657,5,1000895535
2204930,104315,1873,3,953256539
6203477,70793,88129,4.5,1367844077
5018717,102966,809,3,852422797
2328744,15249,1009,4,945072114
3509647,76056,4621,2,1114254252
2920000,65939,4641,4.5,1091681601
6349583,131557,7142,4.5,1288995219
8953093,137345,53000,2.5,1259087035
7068727,157060,85,4,975528402
2515339,36170,2572,4,1134411883
1874338,130960,1089,4.5,1202240518
4283918,127880,81847,4,1466446649
2612233,29459,2858,4,1442979461
2109031,122566,2804,4,1058215381
1846041,30958,71535,5,1393186793
6611200,157583,2128,3,904524825
7194262,32028,46970,3.5,1221068605
8274012,49356,48,5,1321209620
1096620,11678,2997,4,1543840582
4450392,108413,1690,0.5,1460458353
6544479,84822,1273,1,1482768376
7067553,161724,780,2.5,1111475407
3428881,25205,3927,2.5,1202859900
3934926,96232,8958,3.5,1346621229
7216365,40231,3208,1,1057020534
7217859,46226,86347,4,1505613783
7926770,32683,51662,5,1328305663
8908384,124048,1292,5,1045540596
929438,25082,6783,2.5,1523336068
7933503,36213,3996,4,1351089168
692526,41018,3088,4,1483838704
2181459,17975,36,5,833595243
8090678,121851,909,2.5,1067802460
1899956,44749,4499,4,1252585059
4566435,144084,4995,4,1370058215
9230950,131368,3785,1,1006635489
1340258,98455,2424,4.5,1056060075
9659644,144847,1394,4,1544850476
6285921,72060,534,4,836673539
1029613,39155,367,4,953582550
7268370,18916,3623,5,1129866542
1100364,64550,1228,4,974262969
1455084,78228,441,4.5,1545514942
6713574,89273,1909,4,1107294468
5819174,116487,5971,4,1167125303
1817459,155588,68,3,828652618
9021695,141168,86882,2,1484963603
1132100,15741,8798,4,1281833180
8343649,106631,1270,4,1353109635
8576137,34989,4340,2,1115909464
54097,29252,81591,2,1532628254
5422618,2769,223,2,1017770784
1033746,159501,5367,4.5,1064240544
3993308,116625,69122,4.5,1245561775
7738943,11292,1367,5,884266545
3137566,121666,7163,2,1533257592
7407975,59637,318,4,1297915222
1197685,141132,6534,2.5,1250301477
4202527,53745,3996,4.5,1442890259
3437565,116853,109487,4,1505600768
9369592,42401,56801,3.5,1457468617
7401524,13626,1344,4,851971881
4652764,132202,527,5,835940730
485635,141613,1645,4,1494077259
4666172,67871,2396,3,981631848
8868685,30945,1015,5,987634874
6042216,18832,8665,4,1484238588
5841922,60635,6954,3.5,1124025338
1637103,96458,30810,3,1462784215
7424337,3755,6367,4,1206531017
2431277,63156,293,4,1164316457
9332900,148738,337,4,1087609694
5502602,103087,1136,3.5,1127107932
2344974,122143,51662,4,1343645690
3756681,94942,588,3.5,1175119808
672847,65122,1090,5,1541874220
9744372,17510,3555,3,1299966445
2290858,40579,318,5,848988437
1926888,66562,45106,1.5,1239232075
3245377,59121,750,5,948061558
3414011,123825,2316,3,1066116325
9680917,142832,5902,5,1235028030
8569879,4989,31,3.5,1241958800
3765845,21101,86833,4,1524974282
6063555,100241,31685,3,1231082380
2179673,157878,34542,3.5,1141875386
9650870,60827,165,4,1128868594
9051231,77921,1982,4.5,1096482711
867296,149183,7379,3.5,1089813780
6419371,43722,112852,4.5,1435970938
2510764,105074,7115,4,1423992748
1024109,122059,6586,3,1183657112
3014976,72066,216,4,1426824766
6156663,74245,595,4,836150771
5979412,9580,3671,2,1056122706
2297190,109711,4226,5,989591179
1300376,134190,5902,5,1060207946
8294828,31414,72998,5,1450671114
2050557,83997,6942,5,1120126162
8291996,149718,84152,1.5,1502122365
4963056,35556,2797,3,955988707
9507706,105082,356,3,1079807694
134320,40217,480,4,1563730278
760309,70274,6365,4,1188445635
9106714,21168,3868,2,1183864560
1189774,133729,2700,4.5,1187044924
7793637,67247,3688,1,1244887540
8747225,42606,1213,5,967427541
5441231,14641,2384,1,1049704130
2133563,41313,597,3,1000655216
397792,17365,8665,4,1152082560
708692,129809,48394,5,1503506749
4773624,48926,1185,5,974427907
986394,112409,2321,4,956449874
3296522,143308,393,3,1238751700
2911333,93658,3578,4,1519568772
6510907,154648,99114,4.5,1369615105
8499631,136219,170,4,1334366751
3149965,81903,1887,4,994396505
8793469,149793,6874,4,1106941486
3712900,86930,1911,3,1464483933
6093340,18231,2501,3,1055992252
7559204,105624,159061,3.5,1497211409
8220987,141429,2313,5,1216134117
9188593,67567,457,4,844173131
2906950,131819,223,3,867843732
